img, IoU_img, TP, FP, FN, TN, accuracy, precision, recall, F1, TPR, FPR
batch_14/000084.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000085.jpg,0.86,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_14/000086.jpg,0.863,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_14/000087.jpg,0.696,1,0,1,1,0.667,1.0,0.5,0.667,0.5,0.0,
batch_14/000088.jpg,0,2,1,1,1,0.6,0.667,0.667,0.667,0.667,0.5,
batch_14/000089.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000090.jpg,0.277,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000091.jpg,0.936,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,
batch_14/000092.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000093.jpg,0.652,1,0,2,2,0.6,1.0,0.333,0.5,0.333,0.0,
batch_14/000094.jpg,0.229,2,1,2,2,0.571,0.667,0.5,0.571,0.5,0.333,
batch_14/000095.jpg,0,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000096.jpg,0,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000097.jpg,0.147,26,2,0,2,0.933,0.929,1.0,0.963,1.0,0.5,
batch_14/000098.jpg,0.507,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000099.jpg,0.947,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000000.jpg,0.656,5,2,3,1,0.545,0.714,0.625,0.667,0.625,0.667,
batch_15/000001.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000002.jpg,0.582,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,
batch_15/000003.jpg,0.868,2,1,0,1,0.75,0.667,1.0,0.8,1.0,0.5,
batch_15/000004.jpg,0.879,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000005.jpg,0,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000006.jpg,0.449,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000007.jpg,0.539,4,3,2,3,0.583,0.571,0.667,0.615,0.667,0.5,
batch_15/000008.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000009.jpg,0.517,0,1,6,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000010.jpg,0.389,2,5,6,5,0.389,0.286,0.25,0.267,0.25,0.5,
batch_15/000011.jpg,0.88,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000012.jpg,0.921,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_15/000013.jpg,0.757,6,3,1,1,0.636,0.667,0.857,0.75,0.857,0.75,
batch_15/000014.jpg,0.495,1,5,0,1,0.286,0.167,1.0,0.286,1.0,0.833,
batch_15/000015.jpg,0.301,7,5,5,7,0.583,0.583,0.583,0.583,0.583,0.417,
batch_15/000016.jpg,0.211,3,7,1,6,0.529,0.3,0.75,0.429,0.75,0.538,
batch_15/000017.jpg,0.464,2,2,2,1,0.429,0.5,0.5,0.5,0.5,0.667,
batch_15/000018.jpg,0.262,1,1,1,4,0.714,0.5,0.5,0.5,0.5,0.2,
batch_15/000019.jpg,0.189,8,2,3,6,0.737,0.8,0.727,0.762,0.727,0.25,
batch_15/000020.jpg,0.106,2,3,1,2,0.5,0.4,0.667,0.5,0.667,0.6,
batch_15/000021.jpg,0,0,3,4,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000022.jpg,0.155,4,0,5,2,0.545,1.0,0.444,0.615,0.444,0.0,
batch_15/000023.jpg,0,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000024.jpg,0.318,0,1,14,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000025.jpg,0,0,3,5,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000026.jpg,0.937,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000027.jpg,0.147,1,3,0,1,0.4,0.25,1.0,0.4,1.0,0.75,
batch_15/000028.jpg,0.41,8,1,6,1,0.562,0.889,0.571,0.696,0.571,0.5,
batch_15/000029.jpg,0.169,0,18,29,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000030.jpg,0.421,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000031.jpg,0.161,0,0,4,0,0.0,0,0.0,0,0.0,0,
batch_15/000032.jpg,0.218,2,3,2,11,0.722,0.4,0.5,0.444,0.5,0.214,
batch_15/000033.jpg,0.597,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_15/000034.jpg,0.911,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000035.jpg,0.695,2,3,0,1,0.5,0.4,1.0,0.571,1.0,0.75,
batch_15/000036.jpg,0.485,0,1,17,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000037.jpg,0.549,0,8,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000038.jpg,0.011,1,1,2,1,0.4,0.5,0.333,0.4,0.333,0.5,
batch_15/000039.jpg,0.316,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000040.jpg,0.716,1,3,0,2,0.5,0.25,1.0,0.4,1.0,0.6,
batch_15/000041.jpg,0.62,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000042.jpg,0.457,1,2,0,2,0.6,0.333,1.0,0.5,1.0,0.5,
batch_15/000043.jpg,0.821,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000044.jpg,0.346,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_15/000045.jpg,0.596,1,2,0,1,0.5,0.333,1.0,0.5,1.0,0.667,
batch_15/000046.jpg,0.928,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000047.jpg,0.353,3,2,1,7,0.769,0.6,0.75,0.667,0.75,0.222,
batch_15/000048.jpg,0.087,2,2,0,4,0.75,0.5,1.0,0.667,1.0,0.333,
batch_15/000049.jpg,0.413,3,1,1,2,0.714,0.75,0.75,0.75,0.75,0.333,
batch_15/000050.jpg,0.939,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000051.jpg,0.599,2,3,1,1,0.429,0.4,0.667,0.5,0.667,0.75,
batch_15/000052.jpg,0.298,0,2,7,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000053.jpg,0.94,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_15/000054.jpg,0.945,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000055.jpg,0.304,1,2,1,1,0.4,0.333,0.5,0.4,0.5,0.667,
batch_15/000056.jpg,0,0,1,5,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000057.jpg,0.918,1,3,1,1,0.333,0.25,0.5,0.333,0.5,0.75,
batch_15/000058.jpg,0.293,1,2,1,1,0.4,0.333,0.5,0.4,0.5,0.667,
batch_15/000059.jpg,0.699,1,1,0,2,0.75,0.5,1.0,0.667,1.0,0.333,
batch_15/000060.jpg,0.199,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000061.jpg,0.898,1,2,0,1,0.5,0.333,1.0,0.5,1.0,0.667,
batch_15/000062.jpg,0.913,0,5,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000063.jpg,0.879,1,2,1,2,0.5,0.333,0.5,0.4,0.5,0.5,
batch_15/000064.jpg,0.493,3,0,5,4,0.583,1.0,0.375,0.545,0.375,0.0,
batch_15/000065.jpg,0.614,2,2,2,2,0.5,0.5,0.5,0.5,0.5,0.5,
batch_15/000066.jpg,0.479,6,0,2,3,0.818,1.0,0.75,0.857,0.75,0.0,
batch_15/000067.jpg,0.564,1,2,0,1,0.5,0.333,1.0,0.5,1.0,0.667,
batch_15/000068.jpg,0.879,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_15/000069.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000070.jpg,0.664,1,4,0,1,0.333,0.2,1.0,0.333,1.0,0.8,
batch_15/000071.jpg,0.777,3,4,1,1,0.444,0.429,0.75,0.545,0.75,0.8,
batch_15/000072.jpg,0.116,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000073.jpg,0.344,0,0,3,0,0.0,0,0.0,0,0.0,0,
batch_15/000074.jpg,0.436,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000075.jpg,0.229,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000076.jpg,0.593,1,1,5,1,0.25,0.5,0.167,0.25,0.167,0.5,
batch_15/000077.jpg,0.412,1,3,1,1,0.333,0.25,0.5,0.333,0.5,0.75,
batch_15/000078.jpg,0.664,3,1,3,1,0.5,0.75,0.5,0.6,0.5,0.5,
batch_15/000079.jpg,0.133,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000080.jpg,0.082,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000081.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000082.jpg,0.855,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_15/000083.jpg,0.698,1,4,0,1,0.333,0.2,1.0,0.333,1.0,0.8,
batch_15/000084.jpg,0.604,1,2,2,2,0.429,0.333,0.333,0.333,0.333,0.5,
batch_2/000000.JPG,0.938,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_2/000001.JPG,0.723,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000003.JPG,0.78,0,4,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000005.JPG,0.563,3,3,4,3,0.462,0.5,0.429,0.462,0.429,0.5,
batch_2/000006.JPG,0.234,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_2/000007.JPG,0.728,1,1,2,1,0.4,0.5,0.333,0.4,0.333,0.5,
batch_2/000008.JPG,0.536,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000009.JPG,0.282,5,4,0,18,0.852,0.556,1.0,0.714,1.0,0.182,
batch_2/000010.JPG,0.432,2,5,2,1,0.3,0.286,0.5,0.364,0.5,0.833,
batch_2/000012.JPG,0,1,4,0,1,0.333,0.2,1.0,0.333,1.0,0.8,
batch_2/000013.JPG,0.37,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000015.JPG,0.496,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000016.JPG,0.473,1,6,0,1,0.25,0.143,1.0,0.25,1.0,0.857,
batch_2/000017.JPG,0.901,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000018.JPG,0.074,0,13,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000019.JPG,0.855,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000020.JPG,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000021.JPG,0.219,2,1,1,4,0.75,0.667,0.667,0.667,0.667,0.2,
batch_2/000022.JPG,0.346,3,0,1,4,0.875,1.0,0.75,0.857,0.75,0.0,
batch_2/000023.JPG,0.271,2,1,1,3,0.714,0.667,0.667,0.667,0.667,0.25,
batch_2/000024.JPG,0.342,0,0,4,0,0.0,0,0.0,0,0.0,0,
batch_2/000025.JPG,0.326,1,0,1,3,0.8,1.0,0.5,0.667,0.5,0.0,
batch_2/000026.JPG,0.793,5,4,1,2,0.583,0.556,0.833,0.667,0.833,0.667,
batch_2/000027.JPG,0.633,5,5,0,5,0.667,0.5,1.0,0.667,1.0,0.5,
batch_2/000029.JPG,0.561,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000031.JPG,0.948,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000032.JPG,0.323,1,3,1,6,0.636,0.25,0.5,0.333,0.5,0.333,
batch_2/000033.JPG,0.87,2,0,7,1,0.3,1.0,0.222,0.364,0.222,0.0,
batch_2/000034.JPG,0.509,1,1,7,2,0.273,0.5,0.125,0.2,0.125,0.333,
batch_2/000035.JPG,0.531,2,3,3,5,0.538,0.4,0.4,0.4,0.4,0.375,
batch_2/000036.JPG,0.4,0,8,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000037.JPG,0.011,1,0,1,1,0.667,1.0,0.5,0.667,0.5,0.0,
batch_2/000038.JPG,0.276,1,2,3,2,0.375,0.333,0.25,0.286,0.25,0.5,
batch_2/000039.JPG,0.776,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000040.JPG,0.313,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,
batch_2/000041.JPG,0.882,0,3,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000042.JPG,0.419,1,5,1,1,0.25,0.167,0.5,0.25,0.5,0.833,
batch_2/000043.JPG,0.232,2,1,0,6,0.889,0.667,1.0,0.8,1.0,0.143,
batch_2/000044.JPG,0.829,0,0,3,0,0.0,0,0.0,0,0.0,0,
batch_2/000046.JPG,0.269,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000047.JPG,0.332,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_2/000048.JPG,0.084,2,1,35,1,0.077,0.667,0.054,0.1,0.054,0.5,
batch_2/000050.JPG,0.328,2,2,5,1,0.3,0.5,0.286,0.364,0.286,0.667,
batch_2/000051.JPG,0.541,1,0,1,3,0.8,1.0,0.5,0.667,0.5,0.0,
batch_2/000052.JPG,0.079,0,7,8,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000053.JPG,0.405,1,1,2,2,0.5,0.5,0.333,0.4,0.333,0.333,
batch_2/000054.JPG,0.292,2,1,7,2,0.333,0.667,0.222,0.333,0.222,0.333,
batch_2/000055.JPG,0.314,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000056.JPG,0.241,1,9,0,2,0.25,0.1,1.0,0.182,1.0,0.818,
batch_2/000057.JPG,0.896,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000058.JPG,0.615,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000059.JPG,0.023,0,2,4,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000060.JPG,0.884,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000061.JPG,0.927,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000062.JPG,0.883,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000063.JPG,0.975,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000064.JPG,0.874,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000065.JPG,0,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000067.JPG,0.17,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000068.JPG,0.865,1,4,2,1,0.25,0.2,0.333,0.25,0.333,0.8,
batch_2/000069.JPG,0.473,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000070.JPG,0.936,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000071.JPG,0.834,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000072.JPG,0.518,1,3,0,2,0.5,0.25,1.0,0.4,1.0,0.6,
batch_2/000073.JPG,0.884,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000074.JPG,0.317,2,0,1,1,0.75,1.0,0.667,0.8,0.667,0.0,
batch_2/000075.JPG,0.529,1,4,5,3,0.308,0.2,0.167,0.182,0.167,0.571,
batch_2/000076.JPG,0.46,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000077.JPG,0.405,1,3,1,1,0.333,0.25,0.5,0.333,0.5,0.75,
batch_2/000079.JPG,0.855,2,0,3,2,0.571,1.0,0.4,0.571,0.4,0.0,
batch_2/000080.JPG,0.534,2,1,1,1,0.6,0.667,0.667,0.667,0.667,0.5,
batch_2/000081.JPG,0.94,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000082.JPG,0.19,0,0,9,0,0.0,0,0.0,0,0.0,0,
batch_2/000083.JPG,0.669,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000085.JPG,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000086.JPG,0.113,1,5,1,2,0.333,0.167,0.5,0.25,0.5,0.714,
batch_2/000014.JPG,0.109,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000030.JPG,0.789,0,0,4,0,0.0,0,0.0,0,0.0,0,
batch_2/000049.JPG,0.288,1,0,9,1,0.182,1.0,0.1,0.182,0.1,0.0,
batch_2/000088.JPG,0.721,1,2,1,2,0.5,0.333,0.5,0.4,0.5,0.5,
batch_2/000089.JPG,0,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000090.JPG,0.156,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000091.JPG,0.376,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000092.JPG,0.926,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000093.JPG,0,1,0,0,2,1.0,1.0,1.0,1.0,1.0,0.0,
batch_2/000094.JPG,0.956,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000095.JPG,0.052,1,1,0,2,0.75,0.5,1.0,0.667,1.0,0.333,
batch_2/000096.JPG,0.83,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_2/000097.JPG,0.564,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_2/000098.JPG,0.224,1,0,7,2,0.3,1.0,0.125,0.222,0.125,0.0,
batch_2/000099.JPG,0.934,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_2/000084.JPG,0.388,0,2,8,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4972.JPG,0,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4977.JPG,0,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4978.JPG,0.056,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,
batch_3/IMG_4980.JPG,0,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4992.JPG,0.499,1,0,1,1,0.667,1.0,0.5,0.667,0.5,0.0,
batch_3/IMG_4994.JPG,0.072,1,0,2,2,0.6,1.0,0.333,0.5,0.333,0.0,
batch_3/IMG_4996.JPG,0.239,2,6,2,4,0.429,0.25,0.5,0.333,0.5,0.6,
batch_3/IMG_4997.JPG,0.392,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4998.JPG,0.23,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_5002.JPG,0.462,2,5,0,2,0.444,0.286,1.0,0.444,1.0,0.714,
batch_3/IMG_5003.JPG,0,0,1,18,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5036.JPG,0.067,1,7,1,11,0.6,0.125,0.5,0.2,0.5,0.389,
batch_3/IMG_5039.JPG,0.65,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5040.JPG,0.54,1,5,0,2,0.375,0.167,1.0,0.286,1.0,0.714,
batch_3/IMG_5041.JPG,0.214,1,9,0,2,0.25,0.1,1.0,0.182,1.0,0.818,
batch_3/IMG_5042.JPG,0.18,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5043.JPG,0.353,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_5044.JPG,0.086,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5045.JPG,0.693,1,4,1,1,0.286,0.2,0.5,0.286,0.5,0.8,
batch_3/IMG_5046.JPG,0.756,0,2,4,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5048.JPG,0.001,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5049.JPG,0.347,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_5050.JPG,0.299,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5051.JPG,0,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5052.JPG,0.173,1,1,0,4,0.833,0.5,1.0,0.667,1.0,0.2,
batch_3/IMG_5053.JPG,0.098,2,6,1,6,0.533,0.25,0.667,0.364,0.667,0.5,
batch_3/IMG_5054.JPG,0,4,0,2,1,0.714,1.0,0.667,0.8,0.667,0.0,
batch_3/IMG_5055.JPG,0,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5056.JPG,0.463,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_3/IMG_5057.JPG,0,1,4,0,1,0.333,0.2,1.0,0.333,1.0,0.8,
batch_3/IMG_5058.JPG,0.289,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5060.JPG,0.971,0,0,4,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4852.JPG,0.775,0,4,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4854.JPG,0.945,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4855.JPG,0,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4856.JPG,0.118,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4859.JPG,0.483,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4860.JPG,0.229,3,8,1,1,0.308,0.273,0.75,0.4,0.75,0.889,
batch_3/IMG_4862.JPG,0.442,0,0,8,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4865.JPG,0.462,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4868.JPG,0.479,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4869.JPG,0.894,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4874.JPG,0.553,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4875.JPG,0.885,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4876.JPG,0.458,1,3,1,1,0.333,0.25,0.5,0.333,0.5,0.75,
batch_3/IMG_4877.JPG,0.312,1,2,1,1,0.4,0.333,0.5,0.4,0.5,0.667,
batch_3/IMG_4878.JPG,0.238,0,6,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4879.JPG,0.933,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,
batch_3/IMG_4883.JPG,0.792,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4887.JPG,0.654,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4889.JPG,0.709,0,3,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4891.JPG,0.007,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4893.JPG,0.106,1,2,1,3,0.571,0.333,0.5,0.4,0.5,0.4,
batch_3/IMG_4895.JPG,0.073,0,8,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4897.JPG,0.002,0,6,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4898.JPG,0.27,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4901.JPG,0.029,1,7,2,8,0.5,0.125,0.333,0.182,0.333,0.467,
batch_3/IMG_4902.JPG,0.388,2,6,2,1,0.273,0.25,0.5,0.333,0.5,0.857,
batch_3/IMG_4907.JPG,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4911.JPG,0.787,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4913.JPG,0.879,1,4,4,1,0.2,0.2,0.2,0.2,0.2,0.8,
batch_3/IMG_4914.JPG,0.746,0,1,5,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4915.JPG,0.381,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4916.JPG,0.957,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,
batch_3/IMG_4917.JPG,0.259,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4919.JPG,0.514,2,0,1,2,0.8,1.0,0.667,0.8,0.667,0.0,
batch_3/IMG_4921.JPG,0.639,1,4,2,3,0.4,0.2,0.333,0.25,0.333,0.571,
batch_3/IMG_4922.JPG,0.691,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4924.JPG,0.924,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4926.JPG,0.751,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4928.JPG,0.116,2,1,0,3,0.833,0.667,1.0,0.8,1.0,0.25,
batch_3/IMG_4932.JPG,0.881,0,0,5,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4934.JPG,0.764,0,0,3,0,0.0,0,0.0,0,0.0,0,
batch_3/IMG_4936.JPG,0.009,2,2,0,1,0.6,0.5,1.0,0.667,1.0,0.667,
batch_3/IMG_4939.JPG,0.291,2,2,1,7,0.75,0.5,0.667,0.571,0.667,0.222,
batch_3/IMG_4941.JPG,0.31,11,0,9,5,0.64,1.0,0.55,0.71,0.55,0.0,
batch_3/IMG_4961.JPG,0.826,3,2,0,2,0.714,0.6,1.0,0.75,1.0,0.5,
batch_3/IMG_4963.JPG,0.835,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4964.JPG,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4965.JPG,0.807,1,1,0,2,0.75,0.5,1.0,0.667,1.0,0.333,
batch_3/IMG_4966.JPG,0.905,2,1,2,1,0.5,0.667,0.5,0.571,0.5,0.5,
batch_3/IMG_4967.JPG,0.812,0,2,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4969.JPG,0.406,8,3,5,4,0.6,0.727,0.615,0.667,0.615,0.429,
batch_3/IMG_4971.JPG,0.933,1,2,0,1,0.5,0.333,1.0,0.5,1.0,0.667,
batch_3/IMG_4881.JPG,0.026,1,0,2,2,0.6,1.0,0.333,0.5,0.333,0.0,
batch_3/IMG_4929.JPG,0.205,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4950.JPG,0,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_4857.JPG,0.303,1,4,0,1,0.333,0.2,1.0,0.333,1.0,0.8,
batch_3/IMG_4948.JPG,0.431,9,1,8,2,0.55,0.9,0.529,0.667,0.529,0.333,
batch_3/IMG_5037.JPG,0.047,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5061.JPG,0.304,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_3/IMG_5063.JPG,0.534,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,
batch_3/IMG_5064.JPG,0.468,1,6,1,1,0.222,0.143,0.5,0.222,0.5,0.857,
batch_3/IMG_5065.JPG,0.712,0,0,1,0,0.0,0,0.0,0,0.0,0,
